,Link,Average spots filled per cycle,Founding Year,"Year 0, site 0: institution name","Year 0, site 0: institution months","Year 0, site 1: institution name","Year 0, site 1: institution months","Year 1, site 0: institution name","Year 1, site 0: institution months","Year 1, site 1: institution name","Year 1, site 1: institution months","Year 2, site 0: institution name","Year 2, site 0: institution months","Year 2, site 1: institution name","Year 2, site 1: institution months",Accredited Fellowship Programs,Minimally Invasive Urologic Surgery,Urologic Oncology,Female Pelvic Medicine & Reconstructive Surgery,Male Infertility/Andrology,Pediatric Urology,Rating count,Review count,Alumni Publication Percentile,Alumni Clinical Trial Percentile,"Year 0, site 2: institution name","Year 0, site 2: institution months","Year 0, site 3: institution name","Year 0, site 3: institution months","Year 1, site 2: institution name","Year 1, site 2: institution months","Year 2, site 2: institution name","Year 2, site 2: institution months","Year 2, site 3: institution name","Year 2, site 3: institution months","Year 2, site 4: institution name","Year 2, site 4: institution months","Year 3, site 0: institution name","Year 3, site 0: institution months","Year 3, site 1: institution name","Year 3, site 1: institution months","Year 3, site 2: institution name","Year 3, site 2: institution months","Year 3, site 3: institution name","Year 3, site 3: institution months","Year 4, site 0: institution name","Year 4, site 0: institution months","Year 4, site 1: institution name","Year 4, site 1: institution months","Year 4, site 2: institution name","Year 4, site 2: institution months",Vascular Surgery,Breast Surgery,Colon & Rectal Surgery,Bariatric Surgery,Plastic Surgery,Overall Satisfaction,Work Hours,Schedule Flexibility,Career Guidance,Culture,Surgical Volume,"Year 2, site 5: institution name","Year 2, site 5: institution months","Year 3, site 4: institution name","Year 3, site 4: institution months",Hand Surgery,Orthopaedic Sports Medicine,Orthopaedic Surgery Of The Spine,Orthopaedic Trauma,Elbow Surgery,Clinical Diversity,"Year 1, site 3: institution name","Year 1, site 3: institution months",Procedural Dermatology,Cosmetic Dermatology,Dermatopathology,Pediatric Dermatology,Pulmonary Disease & Critical Care Medicine,Geriatric Medicine,Infectious Disease,Rheumatology,"Year 1, site 4: institution name","Year 1, site 4: institution months","Year 5, site 0: institution name","Year 5, site 0: institution months","Year 5, site 1: institution name","Year 5, site 1: institution months","Year 5, site 2: institution name","Year 5, site 2: institution months",Minimally Invasive Thoracic Surgery,Preventive Medicine,Urgent Care,Adult Reconstructive Orthopaedics,Foot & Ankle Surgery,Pediatric Orthopaedics,Thoracic Surgery,Surgical Critical Care,Complex General Surgical Oncology,Sports Medicine,Endourology & Stone Disease,Reproductive Endocrinology & Infertility,Maternal & Fetal Medicine/High Risk Obstetrics,Vascular & Interventional Radiology,Endovascular Surgical Neuroradiology,Musculoskeletal Radiology,Abdominal Radiology,Neuroradiology,Hematology & Oncology,Cardiovascular Disease,Gastroenterology,Nephrology,"Year 6, site 0: institution name","Year 6, site 0: institution months",Pediatric Critical Care Medicine,Neonatal-Perinatal Medicine,Pediatric Cardiology,Pediatric Pulmonology,Pediatric Endocrinology,"Year 0, site 4: institution name","Year 0, site 4: institution months","Year 1, site 5: institution name","Year 1, site 5: institution months","Endocrinology, Diabetes & Metabolism",Public Health & General Preventive Medicine,Pediatric Radiology,Pain Medicine,Critical Care Medicine,Pediatric Anesthesiology,Adult Cardiothoracic Anesthesiology,Obstetric Anesthesiology,Clinical Neurophysiology,Vascular Neurology,Epilepsy,Neuromuscular Medicine,Retinal Surgery,Cataract Surgery,Cornea Surgery,Glaucoma,Oculo-Plastic & Orbital Reconstructive Surgery,"Year 3, site 5: institution name","Year 3, site 5: institution months",Cytopathology,Hematology,Forensic Pathology,Selective Pathology,Pediatric Otolaryngology,Rhinology & Paranasal Sinus Disease,Otolaryngic Allergy,Neurotology,Plastic Surgery Within The Head & Neck,Pediatric Surgery,Neurocritical Care,Neuroimmunology/Multiple Sclerosis,Brain & Spinal Tumors,Skull Base Surgery,Neurosurgical Spine Surgery,Cerebrovascular Surgery,Addiction Medicine,Hospice & Palliative Medicine,Child & Adolescent Psychiatry,Psychopharmacology,Psychosomatic Medicine,Addiction Psychiatry,Brain Injury Medicine,Pediatric Emergency Medicine,Shoulder Surgery,"Year 4, site 3: institution name","Year 4, site 3: institution months","Year 4, site 4: institution name","Year 4, site 4: institution months",Head & Neck Oncology,Head & Neck Microvascular Surgery,Sleep Medicine,"Year 2, site 6: institution name","Year 2, site 6: institution months",Molecular Genetics,Pediatric Pathology,"Year 1, site 6: institution name","Year 1, site 6: institution months",Pediatric Infectious Diseases,Adolescent Medicine,Child Abuse Pediatrics,Allergy & Immunology,Gynecologic Oncology,"Year 1, site 7: institution name","Year 1, site 7: institution months","Year 1, site 8: institution name","Year 1, site 8: institution months",Medical Toxicology,"Year 6, site 1: institution name","Year 6, site 1: institution months",Forensic Psychiatry,Geriatric Psychiatry,Nuclear Radiology,Pediatric Hematology/Oncology,Pediatric Gastroenterology,Breast Imaging,Blood Banking/Transfusion Medicine,Chemical Pathology,Pediatric Ophthalmology & Strabismus,"Year 1, site 9: institution name","Year 1, site 9: institution months","Year 1, site 10: institution name","Year 1, site 10: institution months","Year 1, site 11: institution name","Year 1, site 11: institution months","Year 1, site 12: institution name","Year 1, site 12: institution months","Year 1, site 13: institution name","Year 1, site 13: institution months","Year 1, site 14: institution name","Year 1, site 14: institution months",Undersea & Hyperbaric Medicine,"Year 0, site 5: institution name","Year 0, site 5: institution months","Year 2, site 7: institution name","Year 2, site 7: institution months",Medical Biochemical Genetics,"Year 3, site 6: institution name","Year 3, site 6: institution months","Year 4, site 5: institution name","Year 4, site 5: institution months","Year 4, site 6: institution name","Year 4, site 6: institution months","Year 5, site 3: institution name","Year 5, site 3: institution months","Year 5, site 4: institution name","Year 5, site 4: institution months","Year 5, site 5: institution name","Year 5, site 5: institution months",Aesthetic/Cosmetic Surgery,Breast Reconstruction,Plastic & Reconstructive Microsurgery,Craniofacial Surgery,Pediatric Neurosurgery,"Year 0, site 6: institution name","Year 0, site 6: institution months","Year 0, site 7: institution name","Year 0, site 7: institution months","Year 0, site 8: institution name","Year 0, site 8: institution months","Year 0, site 9: institution name","Year 0, site 9: institution months","Year 0, site 10: institution name","Year 0, site 10: institution months","Year 1, site 15: institution name","Year 1, site 15: institution months","Year 1, site 16: institution name","Year 1, site 16: institution months","Year 1, site 17: institution name","Year 1, site 17: institution months","Year 1, site 18: institution name","Year 1, site 18: institution months","Year 1, site 19: institution name","Year 1, site 19: institution months","Year 1, site 20: institution name","Year 1, site 20: institution months","Year 1, site 21: institution name","Year 1, site 21: institution months","Year 1, site 22: institution name","Year 1, site 22: institution months","Year 1, site 23: institution name","Year 1, site 23: institution months","Year 1, site 24: institution name","Year 1, site 24: institution months","Year 1, site 25: institution name","Year 1, site 25: institution months","Year 1, site 26: institution name","Year 1, site 26: institution months","Year 2, site 8: institution name","Year 2, site 8: institution months","Year 2, site 9: institution name","Year 2, site 9: institution months","Year 2, site 10: institution name","Year 2, site 10: institution months","Year 2, site 11: institution name","Year 2, site 11: institution months","Year 2, site 12: institution name","Year 2, site 12: institution months","Year 2, site 13: institution name","Year 2, site 13: institution months","Year 2, site 14: institution name","Year 2, site 14: institution months","Year 2, site 15: institution name","Year 2, site 15: institution months","Year 2, site 16: institution name","Year 2, site 16: institution months","Year 2, site 17: institution name","Year 2, site 17: institution months","Year 2, site 18: institution name","Year 2, site 18: institution months","Year 2, site 19: institution name","Year 2, site 19: institution months","Year 2, site 20: institution name","Year 2, site 20: institution months","Year 2, site 21: institution name","Year 2, site 21: institution months","Year 2, site 22: institution name","Year 2, site 22: institution months","Year 2, site 23: institution name","Year 2, site 23: institution months","Year 2, site 24: institution name","Year 2, site 24: institution months",Refractive Surgery,Spinal Cord Injury Medicine,Pediatric Rehabilitation,Cardiopulmonary Transplantation,Congenital Cardiac Surgery,Headache,Pediatric Rheumatology,"Year 3, site 7: institution name","Year 3, site 7: institution months",Cardiology,Pulmonary/Critical Care,Hematology and Oncology,Endocrinology,Neuropathology,Allergy and Immunology,Transplant Surgery,Developmental-Behavioral Pediatrics,Medical Microbiology,Thoracic Surgical Oncology,Aerospace Medicine,Pediatric Plastic Surgery,Neuro-Ophthalmology,Pediatric Sports Medicine,Sports Medicine (Non-Surgical),Palliative Care,"Year 3, site 8: institution name","Year 3, site 8: institution months","Year 3, site 9: institution name","Year 3, site 9: institution months","Year 3, site 10: institution name","Year 3, site 10: institution months",Pediatric Nephrology,Pediatric Cardiac Critical Care
0,https://www.doximity.com/residency/programs/c837a559-188a-4389-831f-df52c5a68370-shasta-community-health-center-family-medicine,3,2013,Shasta Community Health Center,12.0,Mercy Medical Center,12.0,Shasta Community Health Center,12.0,Mercy Medical Center,12.0,Shasta Community Health Center,12.0,Mercy Medical Center,12.0,[],0.11624999999999999,0.0775,0.03875,0.03875,0.03875,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c84c8ff2-c199-4dc0-942e-d2094309a298-mount-carmel-health-system-surgery,4,1955,Mount Carmel East Hospital,6.0,Mount Carmel Grove City,4.0,Mount Carmel East Hospital,6.0,Mount Carmel Grove City,6.0,Mount Carmel East Hospital,5.0,Mount Carmel Grove City,5.0,[],,,,,,8,4,25th percentile,41st percentile,Mount Carmel St. Ann's Hospital,1.0,Mount Carmel Health System,12.0,Mount Carmel Health System,13.0,Nationwide Children's Hospital,2.0,Mount Carmel Health System,10.0,Ohio State University Hospital,1.0,Mount Carmel East Hospital,4.0,Mount Carmel Grove City,8.0,Fairfield Medical Center,1.0,Mount Carmel Health System,12.0,Mount Carmel East Hospital,6.0,Mount Carmel Grove City,7.0,Mount Carmel Health System,13.0,0.09333333333333335,0.06222222222222224,0.06222222222222224,0.03111111111111112,0.03111111111111112,4.5,4.5,5.0,4.5,4.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c84effcb-67c2-4624-882f-d33841157b60-university-of-mississippi-school-of-medicine-public-health-and-general-preventive-medicine-preventive-medicine,1,2017,,,,,Jackson-Hinds Comprehensive Health Center,0.5,Mississippi State Department of Health,2.0,Hattiesburg Clinic,1.0,Jackson-Hinds Comprehensive Health Center,1.0,[],,,,,,8,4,,,,,,,University of Mississippi Medical Center,10.0,Mississippi State Medical Association,1.0,Mississippi State Department of Health,2.0,Veterans Affairs Medical Center (Jackson),2.0,,,,,,,,,,,,,,,0.09333333333333335,0.06222222222222224,0.06222222222222224,0.03111111111111112,0.03111111111111112,,,,,,,University of Mississippi Medical Center,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c8528412-a655-4c84-b4b9-be855b56d2a2-wellstar-atlanta-medical-center-orthopaedic-surgery,4,1958,WellStar Atlanta Medical Center,11.0,Emory University Hospital,1.0,"Orthopaedic South Surgical Partners, LLC (Ortho South Surgical Center)",1.0,North Fulton Hospital,2.0,The Hand Treatment Center (Atlanta),3.0,Children's Healthcare of Atlanta at Scottish Rite,3.0,[],,,,,,10,4,42nd percentile,48th percentile,,,,,WellStar Atlanta Medical Center,9.0,Piedmont Hospital,3.0,WellStar Atlanta Medical Center,1.0,Emory University Hospital,2.0,Peachtree Orthopedic Surgery Center at Piedmont,1.0,"Orthopaedic South Surgical Partners, LLC (Ortho South Surgical Center)",2.0,North Fulton Hospital,1.0,Children's Healthcare of Atlanta at Scottish Rite,3.0,The Hand Treatment Center (Atlanta),2.0,WellStar Atlanta Medical Center,10.0,,,,,,,,5.0,4.5,4.5,4.5,4.5,4.0,,,WellStar Atlanta Medical Center,5.0,0.19999999999999998,0.12498687664041994,0.09999999999999999,0.09999999999999999,0.07501312335958005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c856caca-a49d-4c16-a371-1b2361dec281-ohiohealth-doctors-hospital-anesthesiology,2,2016,Doctors Hospital/OhioHealth,11.0,Nationwide Children's Hospital,1.0,Doctors Hospital/OhioHealth,11.0,Grant Medical Center (OhioHealth),2.0,Spine LLC,1.0,Doctors Hospital/OhioHealth,7.0,[],,,,,,10,4,,,Grant Medical Center (OhioHealth),1.0,,,,,Nationwide Children's Hospital,2.0,Grant Medical Center (OhioHealth),3.0,,,Doctors Hospital/OhioHealth,10.0,Grant Medical Center (OhioHealth),1.0,Mount Carmel Health System,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.19999999999999998,0.12498687664041994,0.09999999999999999,0.09999999999999999,0.07501312335958005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c857afb1-df7b-47e3-9789-c05272c80fa1-icahn-school-of-medicine-at-mount-sinai-vascular-surgery-integrated,3,2008,Mount Sinai Hospital,6.0,Mount Sinai Beth Israel Hospital,2.0,Mount Sinai Hospital,6.0,Mount Sinai Beth Israel Hospital,4.0,Mount Sinai Hospital,7.0,Mount Sinai Beth Israel Hospital,3.0,[],,,,,,10,4,80th percentile,84th percentile,Elmhurst Hospital Center-Mount Sinai Services,2.0,James J. Peters Veterans Affairs Medical Center,2.0,James J. Peters Veterans Affairs Medical Center,2.0,James J. Peters Veterans Affairs Medical Center,2.0,,,,,Mount Sinai Hospital,7.0,James J. Peters Veterans Affairs Medical Center,2.0,Mount Sinai West,4.0,,,Mount Sinai Hospital,7.0,James J. Peters Veterans Affairs Medical Center,2.0,Mount Sinai West,4.0,,,,,,,,,,,,,,,,0.19999999999999998,0.12498687664041994,0.09999999999999999,0.09999999999999999,0.07501312335958005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c85dd751-ec30-4cac-a192-025268095433-university-of-california-irvine-radiation-oncology,1,1978,University of California (Irvine) Medical Center,8.0,VA Long Beach Healthcare System,4.0,University of California (Irvine) Medical Center,8.0,Long Beach Memorial Medical Center,4.0,University of California (San Diego) Medical Center,2.0,University of California (Irvine) Medical Center,8.0,[],,,,,,1,0,,,,,,,,,Long Beach Memorial Medical Center,4.0,,,,,University of California (San Diego) Medical Center,2.0,University of California (Irvine) Medical Center,8.0,VA Long Beach Healthcare System,4.0,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,5.0,,,,,,0.19999999999999998,0.12498687664041994,0.09999999999999999,0.09999999999999999,0.07501312335958005,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c85ee6a2-97b6-4a23-8954-41fd8aeb1fdd-valley-health-system-family-medicine,3,2018,Spring Valley Hospital Medical Center,4.0,,,Spring Valley Hospital Medical Center,1.0,Desert Springs Hospital Medical Center,1.0,Spring Valley Hospital Medical Center,1.0,,,[],,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19999999999999998,0.12498687664041994,0.09999999999999999,0.09999999999999999,0.07501312335958005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c86e105c-f6c3-44d3-8c49-7765b8944e4a-university-of-south-florida-morsani-dermatology,4,1978,USF Health-Medical Clinics North Campus (Morsani Center),9.5,James A Haley Veterans Hospital,2.5,USF Health-Medical Clinics North Campus (Morsani Center),4.5,Tampa General Hospital,2.5,USF Health-Medical Clinics North Campus (Morsani Center),3.0,AdventHealth Tampa,3.0,['Dermatopathology (multidisciplinary)'],,,,,,7,2,39th percentile,88th percentile,,,,,H. Lee Moffitt Cancer Center and Research Institute,2.5,Tampa General Hospital,3.0,H. Lee Moffitt Cancer Center and Research Institute,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.5,4.0,4.0,4.0,,,,,,,,,,,4.0,James A Haley Veterans Hospital,2.5,0.18333,0.06666333333333334,0.05000333333333333,0.05000333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/c87cdd37-72cd-42fe-ae53-c59205d4721c-providence-health-services-internal-medicine,11,1956,Providence Portland Medical Center,12.0,,,Providence Portland Medical Center,12.0,,,Providence Portland Medical Center,11.0,Portland Veterans Affairs Medical Center,1.0,[],,,,,,2,0,29th percentile,64th percentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.5,4.5,5.0,5.0,,,,,,,,,,,5.0,,,,,,,0.054994500549944994,0.018335166483351664,0.018335166483351664,0.018335166483351664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
