,Link,Average spots filled per cycle,Founding Year,"Year 0, site 0: institution name","Year 0, site 0: institution months","Year 0, site 1: institution name","Year 0, site 1: institution months","Year 1, site 0: institution name","Year 1, site 0: institution months","Year 1, site 1: institution name","Year 1, site 1: institution months","Year 1, site 2: institution name","Year 1, site 2: institution months","Year 1, site 3: institution name","Year 1, site 3: institution months","Year 2, site 0: institution name","Year 2, site 0: institution months","Year 2, site 1: institution name","Year 2, site 1: institution months",Accredited Fellowship Programs,Surgical Critical Care,Vascular Surgery,Bariatric Surgery,Breast Surgery,Colon & Rectal Surgery,Rating count,Review count,Alumni Publication Percentile,Alumni Clinical Trial Percentile,"Year 2, site 2: institution name","Year 2, site 2: institution months",Clinical Neurophysiology,Vascular Neurology,Epilepsy,Neurocritical Care,Neuromuscular Medicine,"Year 3, site 0: institution name","Year 3, site 0: institution months","Year 4, site 0: institution name","Year 4, site 0: institution months","Year 4, site 1: institution name","Year 4, site 1: institution months","Year 5, site 0: institution name","Year 5, site 0: institution months",Overall Satisfaction,Work Hours,Schedule Flexibility,Career Guidance,Culture,Surgical Volume,"Year 0, site 2: institution name","Year 0, site 2: institution months","Year 0, site 3: institution name","Year 0, site 3: institution months","Year 0, site 4: institution name","Year 0, site 4: institution months","Year 1, site 4: institution name","Year 1, site 4: institution months","Year 2, site 3: institution name","Year 2, site 3: institution months","Year 2, site 4: institution name","Year 2, site 4: institution months","Year 3, site 1: institution name","Year 3, site 1: institution months","Year 3, site 2: institution name","Year 3, site 2: institution months","Year 3, site 3: institution name","Year 3, site 3: institution months","Year 3, site 4: institution name","Year 3, site 4: institution months",Pulmonary/Critical Care,Cardiology,Infectious Disease,Endocrinology,Hematology and Oncology,Clinical Diversity,"Year 4, site 2: institution name","Year 4, site 2: institution months",Minimally Invasive Urologic Surgery,Endourology & Stone Disease,Urologic Oncology,Female Pelvic Medicine & Reconstructive Surgery,Male Infertility/Andrology,Child & Adolescent Psychiatry,Psychosomatic Medicine,Addiction Psychiatry,Psychopharmacology,Forensic Psychiatry,Hospice & Palliative Medicine,Sports Medicine,Preventive Medicine,Gynecologic Oncology,Reproductive Endocrinology & Infertility,Maternal & Fetal Medicine/High Risk Obstetrics,Pulmonary Disease & Critical Care Medicine,"Endocrinology, Diabetes & Metabolism",Gastroenterology,Cardiovascular Disease,Plastic Surgery,Complex General Surgical Oncology,Adult Reconstructive Orthopaedics,Orthopaedic Sports Medicine,Hand Surgery,Orthopaedic Surgery Of The Spine,Orthopaedic Trauma,Pediatric Urology,"Year 2, site 5: institution name","Year 2, site 5: institution months","Year 4, site 3: institution name","Year 4, site 3: institution months","Year 4, site 4: institution name","Year 4, site 4: institution months",Congenital Cardiac Surgery,Minimally Invasive Thoracic Surgery,Cardiopulmonary Transplantation,Brain Injury Medicine,Pediatric Emergency Medicine,Medical Toxicology,Geriatric Medicine,Abdominal Radiology,Musculoskeletal Radiology,Neuroradiology,Pediatric Radiology,Neuroimmunology/Multiple Sclerosis,Sleep Medicine,"Year 1, site 5: institution name","Year 1, site 5: institution months","Year 1, site 6: institution name","Year 1, site 6: institution months","Year 1, site 7: institution name","Year 1, site 7: institution months",Pain Medicine,Pediatric Anesthesiology,Adult Cardiothoracic Anesthesiology,Obstetric Anesthesiology,"Year 3, site 5: institution name","Year 3, site 5: institution months","Year 3, site 6: institution name","Year 3, site 6: institution months",Pediatric Hematology/Oncology,Neonatal-Perinatal Medicine,Pediatric Cardiology,Pediatric Critical Care Medicine,Allergy & Immunology,Geriatric Psychiatry,"Year 5, site 1: institution name","Year 5, site 1: institution months","Year 5, site 2: institution name","Year 5, site 2: institution months",Aesthetic/Cosmetic Surgery,Craniofacial Surgery,Pediatric Plastic Surgery,Breast Reconstruction,Nephrology,Hematology & Oncology,Vascular & Interventional Radiology,Endovascular Surgical Neuroradiology,"Year 6, site 0: institution name","Year 6, site 0: institution months",Allergy and Immunology,Urgent Care,Spinal Cord Injury Medicine,Pediatric Rehabilitation,Pediatric Cardiac Critical Care,Pediatric Gastroenterology,Addiction Medicine,Rheumatology,"Year 2, site 6: institution name","Year 2, site 6: institution months",Pediatric Endocrinology,Pediatric Sports Medicine,"Year 6, site 1: institution name","Year 6, site 1: institution months",Neurosurgical Spine Surgery,Brain & Spinal Tumors,Cerebrovascular Surgery,Skull Base Surgery,Procedural Dermatology,Cosmetic Dermatology,Dermatopathology,Pediatric Dermatology,Palliative Care,Adolescent Medicine,Cytopathology,Hematology,Selective Pathology,Blood Banking/Transfusion Medicine,Shoulder Surgery,Elbow Surgery,Headache,Child Abuse Pediatrics,Pediatric Nephrology,Forensic Pathology,Molecular Genetics,Breast Imaging,Thoracic Surgery,Pediatric Surgery,"Year 0, site 5: institution name","Year 0, site 5: institution months",Pediatric Neurosurgery,Pediatric Pulmonology,Pediatric Infectious Diseases,Developmental-Behavioral Pediatrics,Head & Neck Microvascular Surgery,Head & Neck Oncology,Plastic Surgery Within The Head & Neck,Rhinology & Paranasal Sinus Disease,Critical Care Medicine,Pediatric Otolaryngology,Foot & Ankle Surgery,Neurotology,Aerospace Medicine,Public Health & General Preventive Medicine,Pediatric Orthopaedics,Undersea & Hyperbaric Medicine,Cataract Surgery,Retinal Surgery,Cornea Surgery,Oculo-Plastic & Orbital Reconstructive Surgery,Glaucoma,"Year 5, site 3: institution name","Year 5, site 3: institution months",Plastic & Reconstructive Microsurgery,Pediatric Ophthalmology & Strabismus,Refractive Surgery,Pediatric Pathology,Medical Biochemical Genetics,Neuro-Ophthalmology,Sports Medicine (Non-Surgical),"Year 0, site 6: institution name","Year 0, site 6: institution months","Year 2, site 7: institution name","Year 2, site 7: institution months","Year 4, site 5: institution name","Year 4, site 5: institution months","Year 4, site 6: institution name","Year 4, site 6: institution months",Thoracic Surgical Oncology,Otolaryngic Allergy,Nuclear Radiology,"Year 2, site 8: institution name","Year 2, site 8: institution months","Year 2, site 9: institution name","Year 2, site 9: institution months",Musculoskeletal Oncology,"Year 0, site 7: institution name","Year 0, site 7: institution months",Neuropathology,"Year 1, site 8: institution name","Year 1, site 8: institution months","Year 1, site 9: institution name","Year 1, site 9: institution months","Year 1, site 10: institution name","Year 1, site 10: institution months",Chemical Pathology,"Year 2, site 10: institution name","Year 2, site 10: institution months","Year 2, site 11: institution name","Year 2, site 11: institution months","Year 2, site 12: institution name","Year 2, site 12: institution months",Medical Genetics,"Year 1, site 11: institution name","Year 1, site 11: institution months","Year 1, site 12: institution name","Year 1, site 12: institution months","Year 0, site 8: institution name","Year 0, site 8: institution months","Year 0, site 9: institution name","Year 0, site 9: institution months","Year 3, site 7: institution name","Year 3, site 7: institution months","Year 3, site 8: institution name","Year 3, site 8: institution months"
0,https://www.doximity.com/residency/programs/8a94d785-4739-4fb4-aeb2-14561f984923-university-of-tennessee-plastic-surgery-integrated,1,1957,Regional Medical Center at Memphis,6.0,Veterans Affairs Medical Center (Memphis),6.0,Baptist Memorial Medical Education,1.0,Regional Medical Center at Memphis,5.0,St Jude Children's Research Hospital,3.0,Le Bonheur Children's Hospital,3.0,Baptist Memorial Medical Education,9.0,Methodist Healthcare - Memphis Hospitals,3.0,[],0.23502853673345475,0.10073466909532482,0.0671183970856102,0.0335591985428051,0.0335591985428051,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8aa32c29-0639-4f95-8edb-3b27abe79132-howard-university-neurology,2,,Howard University Hospital,10.0,,,Howard University Hospital,10.0,"Veterans Affairs Medical Center (Washington, DC)",4.0,,,,,Howard University Hospital,6.0,Children's National Medical Center,3.0,[],,,,,,4,3,18th percentile,27th percentile,"Veterans Affairs Medical Center (Washington, DC)",4.0,0.17099999999999999,0.17099999999999999,0.11399999999999999,0.056999999999999995,0.056999999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8aa4035e-4292-4eb4-9e00-6f3ba0e72469-cooper-hospital-university-medical-center-plastic-surgery-integrated,,2018,Cooper Hospital-University Medical Center,12.0,,,Crozer-Chester Medical Center,1.0,Cooper Hospital-University Medical Center,11.0,,,,,Cooper Hospital-University Medical Center,12.0,,,[],,,,,,1,0,,,,,0.17099999999999999,0.17099999999999999,0.11399999999999999,0.056999999999999995,0.056999999999999995,Cooper Hospital-University Medical Center,12.0,Children's Hospital of Philadelphia,1.0,Cooper Hospital-University Medical Center,11.0,Cooper Hospital-University Medical Center,12.0,4.0,5.0,4.0,4.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8aa4df0c-91bd-40da-a12a-f5cf0505da14-indiana-university-school-of-medicine-medicine-pediatrics,14,2006,Riley Hospital for Children at Indiana University Health,5.5,Indiana University Health University Hospital,1.3,Riley Hospital for Children at Indiana University Health,4.5,Indiana University Health University Hospital,1.0,Richard L Roudebush Veterans Affairs Medical Center,2.0,Indiana University Health Methodist Hospital,1.0,Riley Hospital for Children at Indiana University Health,6.0,Indiana University Health University Hospital,1.0,[],,,,,,22,7,92nd percentile,63rd percentile,Richard L Roudebush Veterans Affairs Medical Center,1.5,,,,,,Riley Hospital for Children at Indiana University Health,2.7,,,,,,,4.5,4.5,4.5,4.5,4.5,,Richard L Roudebush Veterans Affairs Medical Center,1.3,Indiana University Health Methodist Hospital,2.0,Eskenazi Health,2.8,Eskenazi Health,4.5,Indiana University Health Methodist Hospital,1.0,Eskenazi Health,3.5,Indiana University Health University Hospital,3.5,Richard L Roudebush Veterans Affairs Medical Center,1.5,Indiana University Health Methodist Hospital,2.0,Eskenazi Health,3.0,0.09428990532070944,0.041922923056407525,0.031420189358581145,0.031420189358581145,0.020946792905720758,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8ab0b60a-d648-4e10-9da2-c02bc6b9189d-university-at-buffalo-urology,3,1965,Kaleida Health System (Millard Fillmore Suburban Hospital),5.0,Kaleida Health System (Buffalo General Medical Center),2.0,Kaleida Health System (Buffalo General Medical Center),4.0,Veterans Affairs Western New York Hlthcare System at Buffalo,4.0,Erie County Medical Center,4.0,,,Kaleida Health System (Millard Fillmore Suburban Hospital),8.0,Roswell Park Cancer Institute,4.0,[],,,,,,2,0,53rd percentile,69th percentile,John R Oishei Children's Hospital,4.0,,,,,,Kaleida Health System (Millard Fillmore Suburban Hospital),4.0,Kaleida Health System (Millard Fillmore Suburban Hospital),4.0,Kaleida Health System (Buffalo General Medical Center),4.0,,,3.0,3.5,3.5,2.5,3.0,,Veterans Affairs Western New York Hlthcare System at Buffalo,1.0,Erie County Medical Center,4.0,,,,,,,,,Erie County Medical Center,4.0,John R Oishei Children's Hospital,4.0,,,,,,,,,,3.5,Veterans Affairs Western New York Hlthcare System at Buffalo,4.0,0.051818181818181826,0.051818181818181826,0.051818181818181826,0.017272727272727276,0.017272727272727276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8ababc7a-8a39-4870-9612-58ce647225f9-icahn-school-of-medicine-at-mount-sinai-morningside-west-psychiatry,11,1990,James J. Peters Veterans Affairs Medical Center,1.0,Mount Sinai West,6.0,Mount Sinai Beth Israel Hospital,1.0,Mount Sinai West,5.0,Mount Sinai Morningside,6.0,,,Mount Sinai Morningside,12.0,,,"['Consultation-liaison psychiatry', 'Addiction medicine (multidisciplinary)', 'Addiction psychiatry']",,,,,,22,12,80th percentile,58th percentile,,,,,,,,Mount Sinai West,4.0,,,,,,,4.5,4.5,4.5,4.5,4.5,,Mount Sinai Morningside,5.0,,,,,,,,,,,Mount Sinai Morningside,8.0,,,,,,,,,,,,4.5,,,,,,,,0.19691336373202384,0.08000701508242722,0.05538407576289021,0.04307260610312171,0.024622939319537004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8abb2b6d-a8f7-4983-9395-c284c011e58e-mayo-clinic-college-of-medicine-and-science-la-crosse-family-medicine,6,1976,Mayo Clinic Health System-Franciscan Healthcare,12.0,,,Mayo Clinic Health System-Franciscan Healthcare,11.0,Mayo Clinic (Rochester),1.0,,,,,Mayo Clinic Health System-Franciscan Healthcare,12.0,,,[],,,,,,21,16,96th percentile,82nd percentile,,,,,,,,,,,,,,,,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,0.024,0.024,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8ac85b71-c482-42b2-b764-314e9cb93cec-marshall-university-school-of-medicine-psychiatry,4,2015,River Park Hospital,2.0,Mildred Mitchell-Bateman Hospital,3.0,River Park Hospital,5.0,Mildred Mitchell-Bateman Hospital,2.0,Marshall University School of Medicine UPS Clinics,12.0,Veterans Affairs Medical Center (Huntington),1.0,Marshall University School of Medicine UPS Clinics,12.0,Veterans Affairs Medical Center (Huntington),12.0,"['Child and adolescent psychiatry', 'Geriatric psychiatry']",,,,,,1,0,,,,,,,,,,Mildred Mitchell-Bateman Hospital,6.0,,,,,,,5.0,5.0,5.0,4.0,4.0,,St Mary's Hospital,2.0,,,,,Cabell Huntington Hospital,3.0,,,,,Marshall University School of Medicine UPS Clinics,12.0,Cabell Huntington Hospital,3.0,,,,,,,,,,5.0,,,,,,,,,,,,,0.024,0.024,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8ade369a-fc6c-4994-bf70-04569ac7134b-beth-israel-deaconess-medical-center-obstetrics-gynecology,6,1951,Boston IVF/The Waltham Center,1.0,Beth Israel Deaconess Medical Center,11.0,Beth Israel Deaconess Medical Center,12.0,,,,,,,Beth Israel Deaconess Medical Center,10.0,Cambridge Health Alliance,2.0,"['Reproductive endocrinology and infertility', 'Maternal-fetal medicine', 'Gynecologic oncology']",,,,,,20,6,92nd percentile,96th percentile,,,,,,,,Beth Israel Deaconess Medical Center,10.0,,,,,,,4.5,4.5,4.5,4.5,5.0,,,,,,,,,,,,,,Mount Auburn Hospital,2.0,,,,,,,,,,,,4.0,,,,,,0.064438,,,,,,,,,,0.08056200000000001,0.08056200000000001,0.064438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://www.doximity.com/residency/programs/8aebb1c2-3b37-468f-9c32-554d84b0250e-norwalk-hospital-yale-university-internal-medicine,10,1971,Norwalk Community Health Center,2.0,Norwalk Hospital,10.0,Jewish Home for the Elderly,1.0,Norwalk Community Health Center,2.0,Norwalk Hospital,6.0,,,Norwalk Community Health Center,3.0,Norwalk Hospital,7.0,"['Sleep medicine (multidisciplinary)', 'Gastroenterology', 'Pulmonary disease']",,,,,,13,6,63rd percentile,76th percentile,,,,,,,,,,,,,,,,4.5,4.5,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,0.0536884830035515,,,4.5,,,,,,,,,,,,,,,,,,,0.15023845763571791,0.11803652968036532,0.07511922881785896,0.04291730086250635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
